"","HGNC.ID","Approved.symbol"
"4367","HGNC:29972","CEP70"
"4368","HGNC:25547","CEP72"
"4369","HGNC:25727","CEP76"
"4370","HGNC:25740","CEP78"
"4371","HGNC:17966","CEP83"
"4372","HGNC:27055","CEP83-AS1"
"4373","HGNC:25309","CEP85"
"4374","HGNC:21638","CEP85L"
"4375","HGNC:25907","CEP89"
"4376","HGNC:25141","CEP95"
"4377","HGNC:26244","CEP97"
"4378","HGNC:24866","CEP104"
"4379","HGNC:28514","CEP112"
"4380","HGNC:26690","CEP120"
"4381","HGNC:29264","CEP126"
"4382","HGNC:20359","CEP128"
"4383","HGNC:29511","CEP131"
"4384","HGNC:29086","CEP135"
"4385","HGNC:29298","CEP152"
"4386","HGNC:21107","CEP162"
"4387","HGNC:29182","CEP164"
"4388","HGNC:44988","CEP164P1"
"4389","HGNC:28920","CEP170"
"4390","HGNC:20362","CEP170B"
"4391","HGNC:28364","CEP170P1"
"4392","HGNC:25515","CEP192"
"4393","HGNC:1859","CEP250"
"4394","HGNC:29021","CEP290"
"4395","HGNC:29366","CEP295"
"4396","HGNC:44659","CEP295NL"
"4397","HGNC:24238","CEP350"
"4398","HGNC:1860","CEPA"
"4399","HGNC:1861","CEPO"
"4400","HGNC:24289","CEPT1"
"4401","HGNC:1862","CER1"
"4402","HGNC:23723","CERCAM"
"4403","HGNC:19256","CERK"
"4404","HGNC:21699","CERKL"
"4405","HGNC:14253","CERS1"
"4406","HGNC:14076","CERS2"
"4407","HGNC:23752","CERS3"
"4408","HGNC:51431","CERS3-AS1"
"4409","HGNC:23747","CERS4"
"4410","HGNC:23749","CERS5"
"4411","HGNC:23826","CERS6"
"4412","HGNC:44485","CERS6-AS1"
"4413","HGNC:1863","CES1"
"4414","HGNC:18546","CES1P1"
"4415","HGNC:48928","CES1P2"
"4416","HGNC:1864","CES2"
"4417","HGNC:1865","CES3"
"4418","HGNC:26741","CES4A"
"4419","HGNC:26459","CES5A"
"4420","HGNC:38516","CES5AP1"
"4421","HGNC:1866","CETN1"
"4422","HGNC:1867","CETN2"
"4423","HGNC:1868","CETN3"
"4424","HGNC:35450","CETN4P"
"4425","HGNC:1869","CETP"
"4426","HGNC:29523","CFAP20"
"4427","HGNC:30540","CFAP36"
"4428","HGNC:26684","CFAP43"
"4429","HGNC:25631","CFAP44"
"4430","HGNC:41113","CFAP44-AS1"
"4431","HGNC:17229","CFAP45"
"4432","HGNC:25247","CFAP46"
"4433","HGNC:26708","CFAP47"
"4434","HGNC:16053","CFAP52"
"4435","HGNC:26530","CFAP53"
"4436","HGNC:26456","CFAP54"
"4437","HGNC:26485","CFAP57"
"4438","HGNC:26676","CFAP58"
"4439","HGNC:45243","CFAP58-AS1"
"4440","HGNC:15872","CFAP61"
"4441","HGNC:25325","CFAP65"
"4442","HGNC:26107","CFAP69"
"4443","HGNC:30726","CFAP70"
"4444","HGNC:37100","CFAP73"
"4445","HGNC:29368","CFAP74"
"4446","HGNC:33776","CFAP77"
"4447","HGNC:29276","CFAP97"
"4448","HGNC:51180","CFAP99"
"4449","HGNC:26842","CFAP100"
"4450","HGNC:32325","CFAP126"
"4451","HGNC:27843","CFAP157"
"4452","HGNC:26782","CFAP161"
"4453","HGNC:21405","CFAP206"
"4454","HGNC:33720","CFAP221"
"4455","HGNC:1037","CFB"
"4456","HGNC:18292","CFC1"
"4457","HGNC:33983","CFC1B"
"4458","HGNC:2771","CFD"
"4459","HGNC:1873","CFDP1"
"4460","HGNC:4883","CFH"
"4461","HGNC:4888","CFHR1"
"4462","HGNC:4890","CFHR2"
"4463","HGNC:16980","CFHR3"
"4464","HGNC:16979","CFHR4"
"4465","HGNC:24668","CFHR5"
"4466","HGNC:5394","CFI"
"4467","HGNC:1874","CFL1"
"4468","HGNC:28560","CFL1P1"
"4469","HGNC:1878","CFL1P2"
"4470","HGNC:1879","CFL1P3"
"4471","HGNC:1880","CFL1P4"
"4472","HGNC:1877","CFL1P5"
"4473","HGNC:34545","CFL1P6"
"4474","HGNC:39959","CFL1P7"
"4475","HGNC:39960","CFL1P8"
"4476","HGNC:1875","CFL2"
"4477","HGNC:1876","CFLAR"
"4478","HGNC:14437","CFLAR-AS1"
"4479","HGNC:1881","CFM1"
"4480","HGNC:1882","CFM2"
"4481","HGNC:8864","CFP"
"4482","HGNC:1884","CFTR"
"4483","HGNC:16182","CFTRP1"
"4484","HGNC:51351","CFTRP2"
"4485","HGNC:51352","CFTRP3"
"4486","HGNC:1885","CGA"
"4487","HGNC:16721","CGB1"
"4488","HGNC:16722","CGB2"
"4489","HGNC:1886","CGB3"
"4490","HGNC:16452","CGB5"
"4491","HGNC:16451","CGB7"
"4492","HGNC:16453","CGB8"
"4493","HGNC:1887","CGF1"
"4494","HGNC:1888","CGGBP1"
"4495","HGNC:17429","CGN"
"4496","HGNC:25931","CGNL1"
"4497","HGNC:16962","CGREF1"
"4498","HGNC:15528","CGRRF1"
"4499","HGNC:1907","CH25H"
"4500","HGNC:28680","CHAC1"
"4501","HGNC:32363","CHAC2"
"4502","HGNC:1909","CHAD"
"4503","HGNC:25165","CHADL"
"4504","HGNC:1910","CHAF1A"
"4505","HGNC:1911","CHAF1B"
"4506","HGNC:20311","CHAMP1"
"4507","HGNC:1912","CHAT"
"4508","HGNC:23518","CHCHD1"
"4509","HGNC:21645","CHCHD2"
"4510","HGNC:39585","CHCHD2P1"
"4511","HGNC:39586","CHCHD2P2"
"4512","HGNC:39587","CHCHD2P3"
"4513","HGNC:39588","CHCHD2P4"
"4514","HGNC:39589","CHCHD2P5"
"4515","HGNC:39590","CHCHD2P6"
"4516","HGNC:39591","CHCHD2P7"
"4517","HGNC:39592","CHCHD2P8"
"4518","HGNC:23676","CHCHD2P9"
"4519","HGNC:39593","CHCHD2P10"
"4520","HGNC:49029","CHCHD2P11"
"4521","HGNC:21906","CHCHD3"
"4522","HGNC:44697","CHCHD3P1"
"4523","HGNC:44698","CHCHD3P2"
"4524","HGNC:44699","CHCHD3P3"
"4525","HGNC:26467","CHCHD4"
"4526","HGNC:44489","CHCHD4P1"
"4527","HGNC:44490","CHCHD4P2"
"4528","HGNC:44491","CHCHD4P3"
"4529","HGNC:44492","CHCHD4P4"
"4530","HGNC:44493","CHCHD4P5"
"4531","HGNC:17840","CHCHD5"
"4532","HGNC:28184","CHCHD6"
"4533","HGNC:28314","CHCHD7"
"4534","HGNC:15559","CHCHD10"
"4535","HGNC:1915","CHD1"
"4536","HGNC:1916","CHD1L"
"4537","HGNC:1917","CHD2"
"4538","HGNC:1918","CHD3"
"4539","HGNC:1919","CHD4"
"4540","HGNC:16816","CHD5"
"4541","HGNC:19057","CHD6"
"4542","HGNC:20626","CHD7"
"4543","HGNC:20153","CHD8"
"4544","HGNC:25701","CHD9"
"4545","HGNC:24288","CHDH"
"4546","HGNC:1923","CHED1"
"4547","HGNC:1925","CHEK1"
"4548","HGNC:16627","CHEK2"
"4549","HGNC:37999","CHEK2P1"
"4550","HGNC:43578","CHEK2P2"
"4551","HGNC:43579","CHEK2P3"
"4552","HGNC:43580","CHEK2P4"
"4553","HGNC:43581","CHEK2P5"
"4554","HGNC:1926","CHEL1"
"4555","HGNC:1927","CHEL3"
"4556","HGNC:16930","CHERP"
"4557","HGNC:23778","CHES1L1"
"4558","HGNC:20455","CHFR"
"4559","HGNC:1929","CHGA"
"4560","HGNC:1930","CHGB"
"4561","HGNC:1932","CHI3L1"
"4562","HGNC:1933","CHI3L2"
"4563","HGNC:17432","CHIA"
"4564","HGNC:44462","CHIAP1"
"4565","HGNC:44463","CHIAP2"
"4566","HGNC:44464","CHIAP3"
"4567","HGNC:1934","CHIC1"
"4568","HGNC:1935","CHIC2"
"4569","HGNC:28474","CHID1"
"4570","HGNC:1936","CHIT1"
"4571","HGNC:1937","CHKA"
"4572","HGNC:1938","CHKB"
"4573","HGNC:40146","CHKB-AS1"
"4574","HGNC:41998","CHKB-CPT1B"
"4575","HGNC:1939","CHL1"
"4576","HGNC:40148","CHL1-AS1"
"4577","HGNC:40147","CHL1-AS2"
"4578","HGNC:1940","CHM"
"4579","HGNC:1941","CHML"
"4580","HGNC:8740","CHMP1A"
"4581","HGNC:39514","CHMP1AP1"
"4582","HGNC:24287","CHMP1B"
"4583","HGNC:49380","CHMP1B2P"
"4584","HGNC:30216","CHMP2A"
"4585","HGNC:24537","CHMP2B"
"4586","HGNC:29865","CHMP3"
"4587","HGNC:20274","CHMP4A"
"4588","HGNC:16171","CHMP4B"
"4589","HGNC:43616","CHMP4BP1"
"4590","HGNC:30599","CHMP4C"
"4591","HGNC:26942","CHMP5"
"4592","HGNC:25675","CHMP6"
"4593","HGNC:28439","CHMP7"
"4594","HGNC:1943","CHN1"
"4595","HGNC:1944","CHN2"
"4596","HGNC:17807","CHODL"
"4597","HGNC:1279","CHODL-AS1"
"4598","HGNC:14525","CHORDC1"
"4599","HGNC:20050","CHORDC2P"
"4600","HGNC:17433","CHP1"
"4601","HGNC:24927","CHP2"
"4602","HGNC:24291","CHPF"
"4603","HGNC:29270","CHPF2"
"4604","HGNC:17852","CHPT1"
"4605","HGNC:1945","CHR"
"4606","HGNC:13544","CHRAC1"
"4607","HGNC:1949","CHRD"
"4608","HGNC:29861","CHRDL1"
"4609","HGNC:24168","CHRDL2"
"4610","HGNC:15781","CHRFAM7A"
"4611","HGNC:37766","CHRFAM7AP1"
"4612","HGNC:23937","CHRFAM7AP2"
"4613","HGNC:1950","CHRM1"
"4614","HGNC:1951","CHRM2"
"4615","HGNC:1952","CHRM3"
"4616","HGNC:40150","CHRM3-AS1"
"4617","HGNC:43725","CHRM3-AS2"
"4618","HGNC:1953","CHRM4"
"4619","HGNC:1954","CHRM5"
"4620","HGNC:1955","CHRNA1"
"4621","HGNC:1956","CHRNA2"
"4622","HGNC:1957","CHRNA3"
"4623","HGNC:1958","CHRNA4"
"4624","HGNC:1959","CHRNA5"
"4625","HGNC:15963","CHRNA6"
"4626","HGNC:1960","CHRNA7"
"4627","HGNC:14079","CHRNA9"
"4628","HGNC:13800","CHRNA10"
"4629","HGNC:1961","CHRNB1"
"4630","HGNC:1962","CHRNB2"
"4631","HGNC:1963","CHRNB3"
"4632","HGNC:1964","CHRNB4"
"4633","HGNC:1965","CHRND"
"4634","HGNC:1966","CHRNE"
"4635","HGNC:1967","CHRNG"
"4636","HGNC:1969","CHST1"
"4637","HGNC:1970","CHST2"
"4638","HGNC:1971","CHST3"
"4639","HGNC:1972","CHST4"
"4640","HGNC:1973","CHST5"
"4641","HGNC:6938","CHST6"
"4642","HGNC:13817","CHST7"
"4643","HGNC:15993","CHST8"
"4644","HGNC:19898","CHST9"
"4645","HGNC:19650","CHST10"
"4646","HGNC:17422","CHST11"
"4647","HGNC:17423","CHST12"
"4648","HGNC:21755","CHST13"
"4649","HGNC:24464","CHST14"
"4650","HGNC:18137","CHST15"
"4651","HGNC:17198","CHSY1"
"4652","HGNC:24293","CHSY3"
"4653","HGNC:24353","CHTF8"
"4654","HGNC:35443","CHTF8P1"
"4655","HGNC:18435","CHTF18"
"4656","HGNC:24511","CHTOP"
"4657","HGNC:1974","CHUK"
"4658","HGNC:20099","CHURC1"
"4659","HGNC:42960","CHURC1-FNTB"
"4660","HGNC:14280","CIAO1"
"4661","HGNC:28050","CIAPIN1"
"4662","HGNC:31087","CIAPIN1P"
"4663","HGNC:25200","CIART"
"4664","HGNC:16920","CIB1"
"4665","HGNC:24579","CIB2"
"4666","HGNC:24580","CIB3"
"4667","HGNC:33703","CIB4"
"4668","HGNC:14214","CIC"
"4669","HGNC:23936","CICP1"
"4670","HGNC:23935","CICP2"
"4671","HGNC:37742","CICP3"
"4672","HGNC:37753","CICP4"
"4673","HGNC:37754","CICP5"
"4674","HGNC:37755","CICP6"
"4675","HGNC:37756","CICP7"
"4676","HGNC:37757","CICP8"
"4677","HGNC:37758","CICP9"
"4678","HGNC:37901","CICP10"
"4679","HGNC:37903","CICP11"
"4680","HGNC:37905","CICP12"
"4681","HGNC:37907","CICP13"
"4682","HGNC:38542","CICP14"
"4683","HGNC:38549","CICP15"
"4684","HGNC:38550","CICP16"
"4685","HGNC:48827","CICP17"
"4686","HGNC:48828","CICP18"
"4687","HGNC:48829","CICP19"
"4688","HGNC:48830","CICP20"
"4689","HGNC:48836","CICP21"
"4690","HGNC:48838","CICP22"
"4691","HGNC:48833","CICP23"
"4692","HGNC:48831","CICP24"
"4693","HGNC:48837","CICP25"
"4694","HGNC:48834","CICP26"
"4695","HGNC:48835","CICP27"
"4696","HGNC:48832","CICP28"
"4697","HGNC:1976","CIDEA"
"4698","HGNC:1977","CIDEB"
"4699","HGNC:24229","CIDEC"
"4700","HGNC:24230","CIDECP"
"4701","HGNC:7067","CIITA"
"4702","HGNC:1980","CILP"
"4703","HGNC:24213","CILP2"
"4704","HGNC:23789","CINP"
"4705","HGNC:20365","CIPC"
"4706","HGNC:1981","CIPO"
"4707","HGNC:24217","CIR1"
"4708","HGNC:44011","CIR1P1"
"4709","HGNC:44012","CIR1P2"
"4710","HGNC:44013","CIR1P3"
"4711","HGNC:1982","CIRBP"
"4712","HGNC:28588","CIRBP-AS1"
"4713","HGNC:30880","CISD1"
"4714","HGNC:29611","CISD1P1"
"4715","HGNC:24212","CISD2"
"4716","HGNC:27578","CISD3"
"4717","HGNC:1984","CISH"
"4718","HGNC:49426","CISTR"
"4719","HGNC:1985","CIT"
"4720","HGNC:1986","CITED1"
"4721","HGNC:1987","CITED2"
"4722","HGNC:18696","CITED4"
"4723","HGNC:16744","CIZ1"
"4724","HGNC:1990","CKAP2"
"4725","HGNC:26877","CKAP2L"
"4726","HGNC:49923","CKAP2P1"
"4727","HGNC:16991","CKAP4"
"4728","HGNC:28959","CKAP5"
"4729","HGNC:1991","CKB"
"4730","HGNC:1992","CKBE"
"4731","HGNC:1993","CKBP1"
"4732","HGNC:13253","CKLF"
"4733","HGNC:39977","CKLF-CMTM1"
"4734","HGNC:1994","CKM"
"4735","HGNC:31736","CKMT1A"
"4736","HGNC:1995","CKMT1B"
"4737","HGNC:1996","CKMT2"
"4738","HGNC:48997","CKMT2-AS1"
"4739","HGNC:19083","CKS1B"
"4740","HGNC:20004","CKS1BP1"
"4741","HGNC:24232","CKS1BP2"
"4742","HGNC:24233","CKS1BP3"
"4743","HGNC:17395","CKS1BP4"
"4744","HGNC:17640","CKS1BP5"
"4745","HGNC:24608","CKS1BP6"
"4746","HGNC:1999","CKS1BP7"
"4747","HGNC:2000","CKS2"
"4748","HGNC:2004","CLA3"
"4749","HGNC:20394","CLAM"
"4750","HGNC:17088","CLASP1"
"4751","HGNC:17078","CLASP2"
"4752","HGNC:17731","CLASRP"
"4753","HGNC:2014","CLC"
"4754","HGNC:2015","CLCA1"
"4755","HGNC:2016","CLCA2"
"4756","HGNC:2017","CLCA3P"
"4757","HGNC:2018","CLCA4"
"4758","HGNC:29675","CLCC1"
"4759","HGNC:17412","CLCF1"
"4760","HGNC:2019","CLCN1"
"4761","HGNC:2020","CLCN2"
"4762","HGNC:2021","CLCN3"
"4763","HGNC:49775","CLCN3P1"
"4764","HGNC:2022","CLCN4"
"4765","HGNC:2023","CLCN5"
"4766","HGNC:2024","CLCN6"
"4767","HGNC:2025","CLCN7"
"4768","HGNC:2026","CLCNKA"
"4769","HGNC:2027","CLCNKB"
"4770","HGNC:2028","CLCNL1"
"4771","HGNC:2029","CLCNL2"
"4772","HGNC:19257","CLCP1"
"4773","HGNC:42536","CLCP2"
"4774","HGNC:2032","CLDN1"
"4775","HGNC:2041","CLDN2"
"4776","HGNC:2045","CLDN3"
"4777","HGNC:2046","CLDN4"
"4778","HGNC:2047","CLDN5"
"4779","HGNC:2048","CLDN6"
"4780","HGNC:2049","CLDN7"
"4781","HGNC:2050","CLDN8"
"4782","HGNC:2051","CLDN9"
"4783","HGNC:2033","CLDN10"
"4784","HGNC:39907","CLDN10-AS1"
"4785","HGNC:8514","CLDN11"
"4786","HGNC:29648","CLDN11CL"
"4787","HGNC:2034","CLDN12"
"4788","HGNC:2035","CLDN14"
"4789","HGNC:2036","CLDN15"
"4790","HGNC:2037","CLDN16"
"4791","HGNC:2038","CLDN17"
"4792","HGNC:2039","CLDN18"
"4793","HGNC:2040","CLDN19"
"4794","HGNC:2042","CLDN20"
"4795","HGNC:2044","CLDN22"
"4796","HGNC:17591","CLDN23"
"4797","HGNC:37200","CLDN24"
"4798","HGNC:37218","CLDN25"
"4799","HGNC:51259","CLDN34"
"4800","HGNC:1322","CLDND1"
"4801","HGNC:28511","CLDND2"
"4802","HGNC:24355","CLEC1A"
"4803","HGNC:24356","CLEC1B"
"4804","HGNC:24191","CLEC2A"
"4805","HGNC:2053","CLEC2B"
"4806","HGNC:14351","CLEC2D"
"4807","HGNC:21969","CLEC2L"
"4808","HGNC:2052","CLEC3A"
"4809","HGNC:11891","CLEC3B"
"4810","HGNC:13257","CLEC4A"
"4811","HGNC:13258","CLEC4C"
"4812","HGNC:14554","CLEC4D"
"4813","HGNC:14555","CLEC4E"
"4814","HGNC:25357","CLEC4F"
"4815","HGNC:24591","CLEC4G"
"4816","HGNC:33502","CLEC4GP1"
"4817","HGNC:13523","CLEC4M"
"4818","HGNC:2054","CLEC5A"
"4819","HGNC:14556","CLEC6A"
"4820","HGNC:14558","CLEC7A"
"4821","HGNC:26705","CLEC9A"
"4822","HGNC:16916","CLEC10A"
"4823","HGNC:10576","CLEC11A"
"4824","HGNC:31713","CLEC12A"
"4825","HGNC:31966","CLEC12B"
"4826","HGNC:19832","CLEC14A"
"4827","HGNC:29013","CLEC16A"
"4828","HGNC:34520","CLEC17A"
"4829","HGNC:30388","CLEC18A"
"4830","HGNC:33849","CLEC18B"
"4831","HGNC:28538","CLEC18C"
"4832","HGNC:34522","CLEC19A"
"4833","HGNC:24462","CLECL1"
"4834","HGNC:2060","CLGN"
"4835","HGNC:26453","CLHC1"
"4836","HGNC:2062","CLIC1"
"4837","HGNC:32691","CLIC1P1"
"4838","HGNC:2063","CLIC2"
"4839","HGNC:2064","CLIC3"
"4840","HGNC:13518","CLIC4"
"4841","HGNC:49797","CLIC4P1"
"4842","HGNC:49798","CLIC4P2"
"4843","HGNC:49799","CLIC4P3"
"4844","HGNC:13517","CLIC5"
"4845","HGNC:2065","CLIC6"
"4846","HGNC:23186","CLINT1"
"4847","HGNC:10461","CLIP1"
"4848","HGNC:48586","CLIP1-AS1"
"4849","HGNC:2586","CLIP2"
"4850","HGNC:24314","CLIP3"
"4851","HGNC:26108","CLIP4"
"4852","HGNC:2068","CLK1"
"4853","HGNC:2069","CLK2"
"4854","HGNC:2070","CLK2P1"
"4855","HGNC:2071","CLK3"
"4856","HGNC:49785","CLK3P1"
"4857","HGNC:49786","CLK3P2"
"4858","HGNC:13659","CLK4"
"4859","HGNC:29841","CLLU1"
"4860","HGNC:24070","CLLU1OS"
"4861","HGNC:19972","CLMN"
"4862","HGNC:24039","CLMP"
"4863","HGNC:2074","CLN3"
"4864","HGNC:2076","CLN5"
"4865","HGNC:2077","CLN6"
"4866","HGNC:2079","CLN8"
"4867","HGNC:32782","CLN9"
"4868","HGNC:17438","CLNK"
"4869","HGNC:2080","CLNS1A"
"4870","HGNC:2081","CLNS1AP1"
"4871","HGNC:2082","CLOCK"
"4872","HGNC:16999","CLP1"
"4873","HGNC:30664","CLPB"
"4874","HGNC:2084","CLPP"
"4875","HGNC:2085","CLPS"
"4876","HGNC:21251","CLPSL1"
"4877","HGNC:21250","CLPSL2"
"4878","HGNC:2087","CLPTM1"
"4879","HGNC:24308","CLPTM1L"
"4880","HGNC:49023","CLPTM1LP1"
"4881","HGNC:2088","CLPX"
"4882","HGNC:12605","CLRN1"
"4883","HGNC:30895","CLRN1-AS1"
"4884","HGNC:33939","CLRN2"
"4885","HGNC:20795","CLRN3"
"4886","HGNC:19715","CLSPN"
"4887","HGNC:17447","CLSTN1"
"4888","HGNC:17448","CLSTN2"
"4889","HGNC:49095","CLSTN2-AS1"
"4890","HGNC:18371","CLSTN3"
"4891","HGNC:2090","CLTA"
"4892","HGNC:2091","CLTB"
"4893","HGNC:2092","CLTC"
"4894","HGNC:41321","CLTC-IT1"
"4895","HGNC:2093","CLTCL1"
"4896","HGNC:2095","CLU"
"4897","HGNC:19009","CLUAP1"
"4898","HGNC:29094","CLUH"
"4899","HGNC:38416","CLUHP1"
"4900","HGNC:38453","CLUHP2"
"4901","HGNC:28447","CLUHP3"
"4902","HGNC:38470","CLUHP4"
"4903","HGNC:38471","CLUHP5"
"4904","HGNC:51571","CLUHP6"
"4905","HGNC:51570","CLUHP7"
"4906","HGNC:51573","CLUHP8"
"4907","HGNC:51572","CLUHP9"
"4908","HGNC:51574","CLUHP10"
"4909","HGNC:51806","CLUHP11"
"4910","HGNC:2096","CLUL1"
"4911","HGNC:23139","CLVS1"
"4912","HGNC:23046","CLVS2"
"4913","HGNC:18355","CLYBL"
"4914","HGNC:39893","CLYBL-AS1"
"4915","HGNC:39894","CLYBL-AS2"
"4916","HGNC:39892","CLYBL-IT1"
"4917","HGNC:2097","CMA1"
"4918","HGNC:2098","CMAHP"
"4919","HGNC:18290","CMAS"
"4920","HGNC:25090","CMBL"
"4921","HGNC:28783","CMC1"
"4922","HGNC:24447","CMC2"
"4923","HGNC:35428","CMC4"
"4924","HGNC:2102","CMD1B"
"4925","HGNC:2106","CMD1F"
"4926","HGNC:2108","CMD1H"
"4927","HGNC:14541","CMD1K"
"4928","HGNC:32552","CMD1Q"
"4929","HGNC:24319","CMIP"
"4930","HGNC:2121","CMKLR1"
"4931","HGNC:2124","CMM"
"4932","HGNC:18170","CMPK1"
"4933","HGNC:27015","CMPK2"
"4934","HGNC:2126","CMR1A"
"4935","HGNC:2127","CMR2A"
"4936","HGNC:2128","CMR3A"
"4937","HGNC:28666","CMSS1"
"4938","HGNC:2129","CMT1A"
"4939","HGNC:2132","CMT2B"
"4940","HGNC:19172","CMTM1"
"4941","HGNC:19173","CMTM2"
"4942","HGNC:19174","CMTM3"
"4943","HGNC:19175","CMTM4"
"4944","HGNC:19176","CMTM5"
"4945","HGNC:19177","CMTM6"
"4946","HGNC:19178","CMTM7"
"4947","HGNC:19179","CMTM8"
"4948","HGNC:21077","CMTR1"
"4949","HGNC:25635","CMTR2"
"4950","HGNC:2137","CMTX2"
"4951","HGNC:2138","CMTX3"
"4952","HGNC:14305","CMYA5"
"4953","HGNC:2139","CNA1"
"4954","HGNC:26663","CNBD1"
"4955","HGNC:16145","CNBD2"
"4956","HGNC:13164","CNBP"
"4957","HGNC:2141","CNC2"
"4958","HGNC:20675","CNDP1"
"4959","HGNC:24437","CNDP2"
"4960","HGNC:26759","CNEP1R1"
"4961","HGNC:30183","CNFN"
"4962","HGNC:2148","CNGA1"
"4963","HGNC:2149","CNGA2"
"4964","HGNC:2150","CNGA3"
"4965","HGNC:2152","CNGA4"
"4966","HGNC:2151","CNGB1"
"4967","HGNC:2153","CNGB3"
"4968","HGNC:19431","CNIH1"
"4969","HGNC:28744","CNIH2"
"4970","HGNC:26802","CNIH3"
"4971","HGNC:25013","CNIH4"
"4972","HGNC:19700","CNKSR1"
"4973","HGNC:19701","CNKSR2"
"4974","HGNC:23034","CNKSR3"
"4975","HGNC:17005","CNMD"
"4976","HGNC:2155","CNN1"
"4977","HGNC:2156","CNN2"
"4978","HGNC:39526","CNN2P1"
"4979","HGNC:39527","CNN2P2"
"4980","HGNC:39528","CNN2P3"
"4981","HGNC:39529","CNN2P4"
"4982","HGNC:39531","CNN2P6"
"4983","HGNC:39532","CNN2P7"
"4984","HGNC:39533","CNN2P8"
"4985","HGNC:39534","CNN2P9"
"4986","HGNC:39535","CNN2P10"
"4987","HGNC:39536","CNN2P11"
"4988","HGNC:39834","CNN2P12"
"4989","HGNC:2157","CNN3"
"4990","HGNC:38666","CNN3P1"
"4991","HGNC:102","CNNM1"
"4992","HGNC:103","CNNM2"
"4993","HGNC:104","CNNM3"
"4994","HGNC:105","CNNM4"
"4995","HGNC:7877","CNOT1"
"4996","HGNC:7878","CNOT2"
"4997","HGNC:7879","CNOT3"
"4998","HGNC:7880","CNOT4"
"4999","HGNC:39272","CNOT4P1"
"5000","HGNC:14100","CNOT5"
"5001","HGNC:14099","CNOT6"
"5002","HGNC:18042","CNOT6L"
"5003","HGNC:32355","CNOT6LP1"
"5004","HGNC:14101","CNOT7"
"5005","HGNC:44248","CNOT7P1"
"5006","HGNC:44249","CNOT7P2"
"5007","HGNC:9207","CNOT8"
"5008","HGNC:10445","CNOT9"
"5009","HGNC:23817","CNOT10"
"5010","HGNC:41031","CNOT10-AS1"
"5011","HGNC:25217","CNOT11"
"5012","HGNC:2158","CNP"
"5013","HGNC:25220","CNPPD1"
"5014","HGNC:27786","CNPY1"
"5015","HGNC:13529","CNPY2"
"5016","HGNC:11968","CNPY3"
"5017","HGNC:28631","CNPY4"
"5018","HGNC:2159","CNR1"
"5019","HGNC:2160","CNR2"
"5020","HGNC:24546","CNRIP1"
"5021","HGNC:26486","CNST"
"5022","HGNC:26847","CNTD1"
"5023","HGNC:25805","CNTD2"
"5024","HGNC:2169","CNTF"
"5025","HGNC:2170","CNTFR"
"5026","HGNC:48712","CNTFR-AS1"
"5027","HGNC:23432","CNTLN"
"5028","HGNC:2171","CNTN1"
"5029","HGNC:2172","CNTN2"
"5030","HGNC:2173","CNTN3"
"5031","HGNC:2174","CNTN4"
"5032","HGNC:39985","CNTN4-AS1"
"5033","HGNC:39986","CNTN4-AS2"
"5034","HGNC:2175","CNTN5"
"5035","HGNC:2176","CNTN6"
"5036","HGNC:8011","CNTNAP1"
"5037","HGNC:13830","CNTNAP2"
"5038","HGNC:13834","CNTNAP3"
"5039","HGNC:32035","CNTNAP3B"
"5040","HGNC:49591","CNTNAP3P1"
"5041","HGNC:49589","CNTNAP3P2"
"5042","HGNC:49580","CNTNAP3P3"
"5043","HGNC:49581","CNTNAP3P4"
"5044","HGNC:49588","CNTNAP3P5"
"5045","HGNC:49583","CNTNAP3P6"
"5046","HGNC:49585","CNTNAP3P7"
"5047","HGNC:49586","CNTNAP3P8"
"5048","HGNC:49587","CNTNAP3P9"
"5049","HGNC:18747","CNTNAP4"
"5050","HGNC:18748","CNTNAP5"
"5051","HGNC:1858","CNTRL"
"5052","HGNC:29616","CNTROB"
"5053","HGNC:21868","COA1"
"5054","HGNC:24990","COA3"
"5055","HGNC:24604","COA4"
"5056","HGNC:33848","COA5"
"5057","HGNC:18025","COA6"
"5058","HGNC:25716","COA7"
"5059","HGNC:29932","COASY"
"5060","HGNC:22199","COBL"
"5061","HGNC:23571","COBLL1"
"5062","HGNC:2180","COCH"
"5063","HGNC:2182","COD2"
"5064","HGNC:6545","COG1"
"5065","HGNC:6546","COG2"
"5066","HGNC:18619","COG3"
"5067","HGNC:18620","COG4"
"5068","HGNC:14857","COG5"
"5069","HGNC:18621","COG6"
"5070","HGNC:18622","COG7"
"5071","HGNC:18623","COG8"
"5072","HGNC:2184","COIL"
"5073","HGNC:19927","COILP1"
"5074","HGNC:25389","COILP2"
"5075","HGNC:2197","COL1A1"
"5076","HGNC:2198","COL1A2"
"5077","HGNC:2199","COL1AR"
"5078","HGNC:2200","COL2A1"
"5079","HGNC:2201","COL3A1"
"5080","HGNC:2202","COL4A1"
"5081","HGNC:2203","COL4A2"
"5082","HGNC:40156","COL4A2-AS1"
"5083","HGNC:39849","COL4A2-AS2"
"5084","HGNC:2204","COL4A3"
"5085","HGNC:2205","COL4A3BP"
"5086","HGNC:2206","COL4A4"
"5087","HGNC:2207","COL4A5"
"5088","HGNC:2208","COL4A6"
"5089","HGNC:2209","COL5A1"
"5090","HGNC:31368","COL5A1-AS1"
"5091","HGNC:2210","COL5A2"
"5092","HGNC:14864","COL5A3"
