"","HGNC.ID","Approved.symbol"
"24248","HGNC:21185","PNLDC1"
"24249","HGNC:9155","PNLIP"
"24250","HGNC:45264","PNLIPP1"
"24251","HGNC:9156","PNLIPRP1"
"24252","HGNC:9157","PNLIPRP2"
"24253","HGNC:23492","PNLIPRP3"
"24254","HGNC:9158","PNMA1"
"24255","HGNC:9159","PNMA2"
"24256","HGNC:18742","PNMA3"
"24257","HGNC:18743","PNMA5"
"24258","HGNC:28248","PNMA6A"
"24259","HGNC:26681","PNMA6B"
"24260","HGNC:25578","PNMAL1"
"24261","HGNC:29206","PNMAL2"
"24262","HGNC:9160","PNMT"
"24263","HGNC:9161","PNMTP1"
"24264","HGNC:9162","PNN"
"24265","HGNC:32790","PNO1"
"24266","HGNC:9163","PNOC"
"24267","HGNC:7892","PNP"
"24268","HGNC:21246","PNPLA1"
"24269","HGNC:30802","PNPLA2"
"24270","HGNC:18590","PNPLA3"
"24271","HGNC:24887","PNPLA4"
"24272","HGNC:38085","PNPLA4P1"
"24273","HGNC:24888","PNPLA5"
"24274","HGNC:16268","PNPLA6"
"24275","HGNC:24768","PNPLA7"
"24276","HGNC:28900","PNPLA8"
"24277","HGNC:32928","PNPLA10P"
"24278","HGNC:30260","PNPO"
"24279","HGNC:23166","PNPT1"
"24280","HGNC:44468","PNPT1P1"
"24281","HGNC:44469","PNPT1P2"
"24282","HGNC:17278","PNRC1"
"24283","HGNC:23158","PNRC2"
"24284","HGNC:51933","PNRC2P1"
"24285","HGNC:9166","PNY1"
"24286","HGNC:9167","PNY2"
"24287","HGNC:9168","PNY3"
"24288","HGNC:9169","PNY4"
"24289","HGNC:9170","PNY5"
"24290","HGNC:24488","POC1A"
"24291","HGNC:30836","POC1B"
"24292","HGNC:42957","POC1B-GALNT4"
"24293","HGNC:26658","POC5"
"24294","HGNC:23174","PODN"
"24295","HGNC:26275","PODNL1"
"24296","HGNC:9171","PODXL"
"24297","HGNC:17936","PODXL2"
"24298","HGNC:13711","POF1B"
"24299","HGNC:14988","POFUT1"
"24300","HGNC:14683","POFUT2"
"24301","HGNC:18800","POGK"
"24302","HGNC:22954","POGLUT1"
"24303","HGNC:18801","POGZ"
"24304","HGNC:9173","POLA1"
"24305","HGNC:30073","POLA2"
"24306","HGNC:9174","POLB"
"24307","HGNC:9175","POLD1"
"24308","HGNC:9176","POLD2"
"24309","HGNC:41522","POLD2P1"
"24310","HGNC:20932","POLD3"
"24311","HGNC:14106","POLD4"
"24312","HGNC:23781","POLDIP2"
"24313","HGNC:23782","POLDIP3"
"24314","HGNC:9177","POLE"
"24315","HGNC:9178","POLE2"
"24316","HGNC:13546","POLE3"
"24317","HGNC:18755","POLE4"
"24318","HGNC:9179","POLG"
"24319","HGNC:9180","POLG2"
"24320","HGNC:9181","POLH"
"24321","HGNC:43967","POLHP1"
"24322","HGNC:9182","POLI"
"24323","HGNC:9183","POLK"
"24324","HGNC:9184","POLL"
"24325","HGNC:9185","POLM"
"24326","HGNC:18870","POLN"
"24327","HGNC:9186","POLQ"
"24328","HGNC:17264","POLR1A"
"24329","HGNC:20454","POLR1B"
"24330","HGNC:20194","POLR1C"
"24331","HGNC:20422","POLR1D"
"24332","HGNC:17631","POLR1E"
"24333","HGNC:9187","POLR2A"
"24334","HGNC:9188","POLR2B"
"24335","HGNC:9189","POLR2C"
"24336","HGNC:9190","POLR2CP1"
"24337","HGNC:9191","POLR2D"
"24338","HGNC:9192","POLR2E"
"24339","HGNC:9193","POLR2F"
"24340","HGNC:9194","POLR2G"
"24341","HGNC:9195","POLR2H"
"24342","HGNC:9196","POLR2I"
"24343","HGNC:9197","POLR2J"
"24344","HGNC:23208","POLR2J2"
"24345","HGNC:33853","POLR2J3"
"24346","HGNC:28195","POLR2J4"
"24347","HGNC:9198","POLR2K"
"24348","HGNC:42650","POLR2KP1"
"24349","HGNC:42652","POLR2KP2"
"24350","HGNC:9199","POLR2L"
"24351","HGNC:31340","POLR2LP1"
"24352","HGNC:14862","POLR2M"
"24353","HGNC:30074","POLR3A"
"24354","HGNC:30348","POLR3B"
"24355","HGNC:30076","POLR3C"
"24356","HGNC:1080","POLR3D"
"24357","HGNC:45107","POLR3DP1"
"24358","HGNC:30347","POLR3E"
"24359","HGNC:15763","POLR3F"
"24360","HGNC:30075","POLR3G"
"24361","HGNC:28466","POLR3GL"
"24362","HGNC:23345","POLR3GP1"
"24363","HGNC:50691","POLR3GP2"
"24364","HGNC:30349","POLR3H"
"24365","HGNC:14121","POLR3K"
"24366","HGNC:39577","POLR3KP1"
"24367","HGNC:39578","POLR3KP2"
"24368","HGNC:9200","POLRMT"
"24369","HGNC:28865","POLRMTP1"
"24370","HGNC:19702","POM121"
"24371","HGNC:34004","POM121B"
"24372","HGNC:34005","POM121C"
"24373","HGNC:16439","POM121L1P"
"24374","HGNC:13973","POM121L2"
"24375","HGNC:16440","POM121L3P"
"24376","HGNC:19326","POM121L4P"
"24377","HGNC:31343","POM121L6P"
"24378","HGNC:35444","POM121L7P"
"24379","HGNC:35446","POM121L8P"
"24380","HGNC:30080","POM121L9P"
"24381","HGNC:35448","POM121L10P"
"24382","HGNC:35447","POM121L11P"
"24383","HGNC:25369","POM121L12"
"24384","HGNC:42635","POM121L13P"
"24385","HGNC:44414","POM121L14P"
"24386","HGNC:9201","POMC"
"24387","HGNC:19139","POMGNT1"
"24388","HGNC:25902","POMGNT2"
"24389","HGNC:26267","POMK"
"24390","HGNC:20330","POMP"
"24391","HGNC:9202","POMT1"
"24392","HGNC:19743","POMT2"
"24393","HGNC:9203","POMZP3"
"24394","HGNC:9204","PON1"
"24395","HGNC:9205","PON2"
"24396","HGNC:9206","PON3"
"24397","HGNC:30129","POP1"
"24398","HGNC:30081","POP4"
"24399","HGNC:17689","POP5"
"24400","HGNC:19949","POP7"
"24401","HGNC:17648","POPDC2"
"24402","HGNC:17649","POPDC3"
"24403","HGNC:9208","POR"
"24404","HGNC:17652","PORCN"
"24405","HGNC:16953","POSTN"
"24406","HGNC:17284","POT1"
"24407","HGNC:49459","POT1-AS1"
"24408","HGNC:33893","POTEA"
"24409","HGNC:33734","POTEB"
"24410","HGNC:48327","POTEB2"
"24411","HGNC:51240","POTEB3"
"24412","HGNC:33894","POTEC"
"24413","HGNC:23822","POTED"
"24414","HGNC:33895","POTEE"
"24415","HGNC:33905","POTEF"
"24416","HGNC:33896","POTEG"
"24417","HGNC:133","POTEH"
"24418","HGNC:40058","POTEH-AS1"
"24419","HGNC:37093","POTEI"
"24420","HGNC:37094","POTEJ"
"24421","HGNC:30182","POTEKP"
"24422","HGNC:37096","POTEM"
"24423","HGNC:9210","POU1F1"
"24424","HGNC:9211","POU2AF1"
"24425","HGNC:9212","POU2F1"
"24426","HGNC:9213","POU2F2"
"24427","HGNC:19864","POU2F3"
"24428","HGNC:9214","POU3F1"
"24429","HGNC:9215","POU3F2"
"24430","HGNC:9216","POU3F3"
"24431","HGNC:9217","POU3F4"
"24432","HGNC:9218","POU4F1"
"24433","HGNC:9219","POU4F2"
"24434","HGNC:9220","POU4F3"
"24435","HGNC:9221","POU5F1"
"24436","HGNC:9223","POU5F1B"
"24437","HGNC:33309","POU5F1P2"
"24438","HGNC:9222","POU5F1P3"
"24439","HGNC:33310","POU5F1P4"
"24440","HGNC:33311","POU5F1P5"
"24441","HGNC:33312","POU5F1P6"
"24442","HGNC:33313","POU5F1P7"
"24443","HGNC:33314","POU5F1P8"
"24444","HGNC:26367","POU5F2"
"24445","HGNC:9224","POU6F1"
"24446","HGNC:21694","POU6F2"
"24447","HGNC:40979","POU6F2-AS1"
"24448","HGNC:21887","POU6F2-AS2"
"24449","HGNC:28884","PP1P"
"24450","HGNC:28406","PP2D1"
"24451","HGNC:9226","PPA1"
"24452","HGNC:28883","PPA2"
"24453","HGNC:9227","PPAN"
"24454","HGNC:33526","PPAN-P2RY11"
"24455","HGNC:9232","PPARA"
"24456","HGNC:9233","PPARAL"
"24457","HGNC:9235","PPARD"
"24458","HGNC:9236","PPARG"
"24459","HGNC:9237","PPARGC1A"
"24460","HGNC:30022","PPARGC1B"
"24461","HGNC:9238","PPAT"
"24462","HGNC:9239","PPATP1"
"24463","HGNC:48738","PPATP2"
"24464","HGNC:9240","PPBP"
"24465","HGNC:9241","PPBPP1"
"24466","HGNC:16981","PPBPP2"
"24467","HGNC:28107","PPCDC"
"24468","HGNC:25686","PPCS"
"24469","HGNC:16142","PPDPF"
"24470","HGNC:9243","PPEF1"
"24471","HGNC:40463","PPEF1-AS1"
"24472","HGNC:9244","PPEF2"
"24473","HGNC:9245","PPFIA1"
"24474","HGNC:9246","PPFIA2"
"24475","HGNC:9247","PPFIA3"
"24476","HGNC:9248","PPFIA4"
"24477","HGNC:9249","PPFIBP1"
"24478","HGNC:9250","PPFIBP2"
"24479","HGNC:15733","PPH2"
"24480","HGNC:19369","PPHLN1"
"24481","HGNC:9253","PPIA"
"24482","HGNC:24369","PPIAL4A"
"24483","HGNC:33995","PPIAL4C"
"24484","HGNC:33998","PPIAL4D"
"24485","HGNC:33997","PPIAL4E"
"24486","HGNC:33999","PPIAL4F"
"24487","HGNC:33996","PPIAL4G"
"24488","HGNC:9254","PPIAP1"
"24489","HGNC:16542","PPIAP2"
"24490","HGNC:16545","PPIAP3"
"24491","HGNC:19935","PPIAP4"
"24492","HGNC:20027","PPIAP5"
"24493","HGNC:20028","PPIAP6"
"24494","HGNC:9270","PPIAP7"
"24495","HGNC:9271","PPIAP8"
"24496","HGNC:9272","PPIAP9"
"24497","HGNC:9264","PPIAP10"
"24498","HGNC:9263","PPIAP11"
"24499","HGNC:9265","PPIAP12"
"24500","HGNC:9266","PPIAP13"
"24501","HGNC:9267","PPIAP14"
"24502","HGNC:9268","PPIAP15"
"24503","HGNC:9269","PPIAP16"
"24504","HGNC:16334","PPIAP17"
"24505","HGNC:32454","PPIAP18"
"24506","HGNC:31663","PPIAP19"
"24507","HGNC:38037","PPIAP20"
"24508","HGNC:16246","PPIAP21"
"24509","HGNC:17236","PPIAP22"
"24510","HGNC:39268","PPIAP23"
"24511","HGNC:39269","PPIAP24"
"24512","HGNC:39270","PPIAP25"
"24513","HGNC:39271","PPIAP26"
"24514","HGNC:42646","PPIAP27"
"24515","HGNC:39902","PPIAP28"
"24516","HGNC:43021","PPIAP29"
"24517","HGNC:44878","PPIAP30"
"24518","HGNC:44962","PPIAP31"
"24519","HGNC:49531","PPIAP32"
"24520","HGNC:49752","PPIAP33"
"24521","HGNC:9255","PPIB"
"24522","HGNC:9256","PPIC"
"24523","HGNC:9257","PPID"
"24524","HGNC:9258","PPIE"
"24525","HGNC:33195","PPIEL"
"24526","HGNC:9259","PPIF"
"24527","HGNC:14650","PPIG"
"24528","HGNC:34231","PPIGP1"
"24529","HGNC:14651","PPIH"
"24530","HGNC:31355","PPIHP1"
"24531","HGNC:31356","PPIHP2"
"24532","HGNC:9260","PPIL1"
"24533","HGNC:20865","PPIL1P1"
"24534","HGNC:9261","PPIL2"
"24535","HGNC:9262","PPIL3"
"24536","HGNC:15702","PPIL4"
"24537","HGNC:21557","PPIL6"
"24538","HGNC:29023","PPIP5K1"
"24539","HGNC:32373","PPIP5K1P1"
"24540","HGNC:29035","PPIP5K2"
"24541","HGNC:9273","PPL"
"24542","HGNC:9275","PPM1A"
"24543","HGNC:30175","PPM1AP1"
"24544","HGNC:9276","PPM1B"
"24545","HGNC:9277","PPM1D"
"24546","HGNC:19322","PPM1E"
"24547","HGNC:19388","PPM1F"
"24548","HGNC:9278","PPM1G"
"24549","HGNC:18583","PPM1H"
"24550","HGNC:20785","PPM1J"
"24551","HGNC:25415","PPM1K"
"24552","HGNC:16381","PPM1L"
"24553","HGNC:26506","PPM1M"
"24554","HGNC:26845","PPM1N"
"24555","HGNC:30178","PPME1"
"24556","HGNC:9280","PPOX"
"24557","HGNC:9281","PPP1CA"
"24558","HGNC:9282","PPP1CB"
"24559","HGNC:9283","PPP1CC"
"24560","HGNC:9286","PPP1R1A"
"24561","HGNC:16316","PPP1R1AP1"
"24562","HGNC:16317","PPP1R1AP2"
"24563","HGNC:9287","PPP1R1B"
"24564","HGNC:14940","PPP1R1C"
"24565","HGNC:9288","PPP1R2"
"24566","HGNC:9289","PPP1R2P1"
"24567","HGNC:9290","PPP1R2P2"
"24568","HGNC:16318","PPP1R2P3"
"24569","HGNC:16319","PPP1R2P4"
"24570","HGNC:16320","PPP1R2P5"
"24571","HGNC:16321","PPP1R2P6"
"24572","HGNC:16322","PPP1R2P7"
"24573","HGNC:16323","PPP1R2P8"
"24574","HGNC:16324","PPP1R2P9"
"24575","HGNC:42008","PPP1R2P10"
"24576","HGNC:9291","PPP1R3A"
"24577","HGNC:14942","PPP1R3B"
"24578","HGNC:9293","PPP1R3C"
"24579","HGNC:9294","PPP1R3D"
"24580","HGNC:14943","PPP1R3E"
"24581","HGNC:14944","PPP1R3F"
"24582","HGNC:14945","PPP1R3G"
"24583","HGNC:9295","PPP1R7"
"24584","HGNC:9296","PPP1R8"
"24585","HGNC:9297","PPP1R8P1"
"24586","HGNC:14946","PPP1R9A"
"24587","HGNC:9298","PPP1R9B"
"24588","HGNC:9284","PPP1R10"
"24589","HGNC:16325","PPP1R10P1"
"24590","HGNC:9285","PPP1R11"
"24591","HGNC:16326","PPP1R11P1"
"24592","HGNC:16327","PPP1R11P2"
"24593","HGNC:7618","PPP1R12A"
"24594","HGNC:7619","PPP1R12B"
"24595","HGNC:18498","PPP1R12BP1"
"24596","HGNC:23970","PPP1R12BP2"
"24597","HGNC:14947","PPP1R12C"
"24598","HGNC:16409","PPP1R12CP"
"24599","HGNC:14950","PPP1R13B"
"24600","HGNC:18838","PPP1R13L"
"24601","HGNC:14871","PPP1R14A"
"24602","HGNC:9057","PPP1R14B"
"24603","HGNC:9058","PPP1R14BP1"
"24604","HGNC:16329","PPP1R14BP2"
"24605","HGNC:16330","PPP1R14BP3"
"24606","HGNC:16331","PPP1R14BP4"
"24607","HGNC:16332","PPP1R14BP5"
"24608","HGNC:14952","PPP1R14C"
"24609","HGNC:14953","PPP1R14D"
"24610","HGNC:14375","PPP1R15A"
"24611","HGNC:14951","PPP1R15B"
"24612","HGNC:14941","PPP1R16A"
"24613","HGNC:15850","PPP1R16B"
"24614","HGNC:16973","PPP1R17"
"24615","HGNC:29413","PPP1R18"
"24616","HGNC:30595","PPP1R21"
"24617","HGNC:29089","PPP1R26"
"24618","HGNC:48717","PPP1R26-AS1"
"24619","HGNC:42015","PPP1R26P1"
"24620","HGNC:42016","PPP1R26P2"
"24621","HGNC:42017","PPP1R26P3"
"24622","HGNC:42018","PPP1R26P4"
"24623","HGNC:42019","PPP1R26P5"
"24624","HGNC:16813","PPP1R27"
"24625","HGNC:28869","PPP1R32"
"24626","HGNC:28320","PPP1R35"
"24627","HGNC:20097","PPP1R36"
"24628","HGNC:27607","PPP1R37"
"24629","HGNC:33732","PPP1R42"
"24630","HGNC:9299","PPP2CA"
"24631","HGNC:9300","PPP2CB"
"24632","HGNC:9301","PPP2CBP1"
"24633","HGNC:9302","PPP2R1A"
"24634","HGNC:9303","PPP2R1B"
"24635","HGNC:9304","PPP2R2A"
"24636","HGNC:9305","PPP2R2B"
"24637","HGNC:42984","PPP2R2B-IT1"
"24638","HGNC:9306","PPP2R2C"
"24639","HGNC:23732","PPP2R2D"
"24640","HGNC:44544","PPP2R2DP1"
"24641","HGNC:9307","PPP2R3A"
"24642","HGNC:13417","PPP2R3B"
"24643","HGNC:17485","PPP2R3C"
"24644","HGNC:9309","PPP2R5A"
"24645","HGNC:9310","PPP2R5B"
"24646","HGNC:9311","PPP2R5C"
"24647","HGNC:17835","PPP2R5CP"
"24648","HGNC:9312","PPP2R5D"
"24649","HGNC:9313","PPP2R5E"
"24650","HGNC:9314","PPP3CA"
"24651","HGNC:9315","PPP3CB"
"24652","HGNC:50750","PPP3CB-AS1"
"24653","HGNC:9316","PPP3CC"
"24654","HGNC:9317","PPP3R1"
"24655","HGNC:9318","PPP3R2"
"24656","HGNC:9319","PPP4C"
"24657","HGNC:9320","PPP4R1"
"24658","HGNC:51112","PPP4R1-AS1"
"24659","HGNC:15755","PPP4R1L"
"24660","HGNC:18296","PPP4R2"
"24661","HGNC:20219","PPP4R3A"
"24662","HGNC:29267","PPP4R3B"
"24663","HGNC:33146","PPP4R3CP"
"24664","HGNC:23788","PPP4R4"
"24665","HGNC:9322","PPP5C"
"24666","HGNC:44209","PPP5D1"
"24667","HGNC:9323","PPP6C"
"24668","HGNC:34077","PPP6CP"
"24669","HGNC:29195","PPP6R1"
"24670","HGNC:19253","PPP6R2"
"24671","HGNC:39605","PPP6R2P1"
"24672","HGNC:1173","PPP6R3"
"24673","HGNC:30025","PPRC1"
"24674","HGNC:9325","PPT1"
"24675","HGNC:9326","PPT2"
"24676","HGNC:48343","PPT2-EGFL8"
"24677","HGNC:30695","PPTC7"
"24678","HGNC:28954","PPWD1"
"24679","HGNC:9327","PPY"
"24680","HGNC:9328","PPY2P"
"24681","HGNC:9330","PQBP1"
"24682","HGNC:9333","PQBP4"
"24683","HGNC:26188","PQLC1"
"24684","HGNC:43986","PQLC1P1"
"24685","HGNC:43987","PQLC1P2"
"24686","HGNC:26001","PQLC2"
"24687","HGNC:25146","PQLC2L"
"24688","HGNC:28503","PQLC3"
"24689","HGNC:9335","PR@"
"24690","HGNC:30591","PRAC1"
"24691","HGNC:30143","PRAC2"
"24692","HGNC:16047","PRADC1"
"24693","HGNC:44534","PRADC1P1"
"24694","HGNC:28911","PRAF2"
"24695","HGNC:25438","PRAG1"
"24696","HGNC:30091","PRAM1"
"24697","HGNC:9336","PRAME"
"24698","HGNC:28840","PRAMEF1"
"24699","HGNC:28841","PRAMEF2"
"24700","HGNC:14087","PRAMEF3"
"24701","HGNC:31971","PRAMEF4"
"24702","HGNC:27995","PRAMEF5"
"24703","HGNC:30583","PRAMEF6"
"24704","HGNC:28415","PRAMEF7"
"24705","HGNC:24074","PRAMEF8"
"24706","HGNC:27996","PRAMEF9"
"24707","HGNC:27997","PRAMEF10"
"24708","HGNC:14086","PRAMEF11"
"24709","HGNC:22125","PRAMEF12"
"24710","HGNC:13262","PRAMEF13"
"24711","HGNC:13576","PRAMEF14"
"24712","HGNC:26764","PRAMEF15"
"24713","HGNC:25767","PRAMEF16"
"24714","HGNC:29485","PRAMEF17"
"24715","HGNC:30693","PRAMEF18"
"24716","HGNC:24908","PRAMEF19"
"24717","HGNC:25224","PRAMEF20"
"24718","HGNC:34393","PRAMEF22"
"24719","HGNC:49179","PRAMEF25"
"24720","HGNC:49178","PRAMEF26"
"24721","HGNC:51234","PRAMEF27"
"24722","HGNC:51890","PRAMEF28P"
"24723","HGNC:51891","PRAMEF29P"
"24724","HGNC:51892","PRAMEF30P"
"24725","HGNC:51893","PRAMEF31P"
"24726","HGNC:51894","PRAMEF32P"
"24727","HGNC:49193","PRAMEF33P"
"24728","HGNC:51895","PRAMEF34P"
"24729","HGNC:51896","PRAMEF35P"
"24730","HGNC:51897","PRAMEF36P"
"24731","HGNC:34302","PRAMENP"
"24732","HGNC:23304","PRAP1"
"24733","HGNC:9337","PRB1"
"24734","HGNC:9338","PRB2"
"24735","HGNC:9339","PRB3"
"24736","HGNC:9340","PRB4"
"24737","HGNC:9341","PRC1"
"24738","HGNC:48587","PRC1-AS1"
"24739","HGNC:9343","PRCC"
"24740","HGNC:32528","PRCD"
"24741","HGNC:9344","PRCP"
"24742","HGNC:9345","PRD"
"24743","HGNC:9346","PRDM1"
"24744","HGNC:9347","PRDM2"
"24745","HGNC:9348","PRDM4"
"24746","HGNC:9349","PRDM5"
"24747","HGNC:9350","PRDM6"
"24748","HGNC:9351","PRDM7"
"24749","HGNC:13993","PRDM8"
"24750","HGNC:13994","PRDM9"
"24751","HGNC:13995","PRDM10"
"24752","HGNC:13996","PRDM11"
"24753","HGNC:13997","PRDM12"
"24754","HGNC:13998","PRDM13"
"24755","HGNC:14001","PRDM14"
"24756","HGNC:13999","PRDM15"
"24757","HGNC:14000","PRDM16"
"24758","HGNC:9352","PRDX1"
"24759","HGNC:11711","PRDX1P1"
"24760","HGNC:9353","PRDX2"
"24761","HGNC:30020","PRDX2P1"
"24762","HGNC:44967","PRDX2P2"
"24763","HGNC:44968","PRDX2P3"
"24764","HGNC:44969","PRDX2P4"
"24765","HGNC:9354","PRDX3"
"24766","HGNC:39264","PRDX3P1"
"24767","HGNC:39265","PRDX3P2"
"24768","HGNC:39266","PRDX3P3"
"24769","HGNC:44643","PRDX3P4"
"24770","HGNC:17169","PRDX4"
"24771","HGNC:43598","PRDX4P1"
"24772","HGNC:43599","PRDX4P2"
"24773","HGNC:9355","PRDX5"
"24774","HGNC:16753","PRDX6"
"24775","HGNC:9356","PREB"
"24776","HGNC:30255","PRELID1"
"24777","HGNC:43886","PRELID1P1"
"24778","HGNC:43887","PRELID1P2"
"24779","HGNC:43888","PRELID1P3"
"24780","HGNC:43889","PRELID1P4"
"24781","HGNC:28306","PRELID2"
"24782","HGNC:43892","PRELID2P1"
"24783","HGNC:24639","PRELID3A"
"24784","HGNC:15892","PRELID3B"
"24785","HGNC:49063","PRELID3BP1"
"24786","HGNC:49064","PRELID3BP2"
"24787","HGNC:49065","PRELID3BP3"
"24788","HGNC:49066","PRELID3BP4"
"24789","HGNC:49067","PRELID3BP5"
"24790","HGNC:49068","PRELID3BP6"
"24791","HGNC:49069","PRELID3BP7"
"24792","HGNC:49070","PRELID3BP8"
"24793","HGNC:49071","PRELID3BP9"
"24794","HGNC:49072","PRELID3BP10"
"24795","HGNC:49073","PRELID3BP11"
"24796","HGNC:9357","PRELP"
"24797","HGNC:9358","PREP"
"24798","HGNC:30228","PREPL"
"24799","HGNC:32594","PREX1"
"24800","HGNC:22950","PREX2"
"24801","HGNC:9360","PRF1"
"24802","HGNC:9362","PRG2"
"24803","HGNC:9363","PRG3"
"24804","HGNC:9364","PRG4"
"24805","HGNC:9366","PRH1"
"24806","HGNC:9367","PRH2"
"24807","HGNC:17019","PRICKLE1"
"24808","HGNC:20340","PRICKLE2"
"24809","HGNC:40916","PRICKLE2-AS1"
"24810","HGNC:40917","PRICKLE2-AS2"
"24811","HGNC:40918","PRICKLE2-AS3"
"24812","HGNC:6645","PRICKLE3"
"24813","HGNC:16805","PRICKLE4"
"24814","HGNC:9369","PRIM1"
"24815","HGNC:9370","PRIM2"
"24816","HGNC:9371","PRIM2B"
"24817","HGNC:18319","PRIMA1"
"24818","HGNC:26575","PRIMPOL"
"24819","HGNC:34235","PRINS"
"24820","HGNC:9376","PRKAA1"
"24821","HGNC:9377","PRKAA2"
"24822","HGNC:9378","PRKAB1"
"24823","HGNC:9379","PRKAB2"
"24824","HGNC:9380","PRKACA"
"24825","HGNC:9381","PRKACB"
"24826","HGNC:9382","PRKACG"
"24827","HGNC:9385","PRKAG1"
"24828","HGNC:9386","PRKAG2"
"24829","HGNC:40468","PRKAG2-AS1"
"24830","HGNC:9387","PRKAG3"
"24831","HGNC:9388","PRKAR1A"
"24832","HGNC:9389","PRKAR1AP1"
"24833","HGNC:9390","PRKAR1B"
"24834","HGNC:9391","PRKAR2A"
"24835","HGNC:40471","PRKAR2A-AS1"
"24836","HGNC:9392","PRKAR2B"
"24837","HGNC:9393","PRKCA"
"24838","HGNC:51347","PRKCA-AS1"
"24839","HGNC:9395","PRKCB"
"24840","HGNC:9399","PRKCD"
"24841","HGNC:9400","PRKCDBP"
"24842","HGNC:9401","PRKCE"
"24843","HGNC:9402","PRKCG"
"24844","HGNC:9403","PRKCH"
"24845","HGNC:9404","PRKCI"
"24846","HGNC:9410","PRKCQ"
"24847","HGNC:44689","PRKCQ-AS1"
"24848","HGNC:9411","PRKCSH"
"24849","HGNC:9412","PRKCZ"
"24850","HGNC:40477","PRKCZ-AS1"
"24851","HGNC:9407","PRKD1"
"24852","HGNC:17293","PRKD2"
"24853","HGNC:9408","PRKD3"
"24854","HGNC:9413","PRKDC"
"24855","HGNC:9414","PRKG1"
"24856","HGNC:45029","PRKG1-AS1"
"24857","HGNC:9416","PRKG2"
"24858","HGNC:9438","PRKRA"
"24859","HGNC:33447","PRKRAP1"
"24860","HGNC:21894","PRKRIP1"
"24861","HGNC:9441","PRKX"
"24862","HGNC:40479","PRKX-AS1"
"24863","HGNC:9442","PRKXP1"
"24864","HGNC:9443","PRKXP2"
"24865","HGNC:9444","PRKY"
"24866","HGNC:9445","PRL"
"24867","HGNC:17945","PRLH"
"24868","HGNC:4464","PRLHR"
"24869","HGNC:9446","PRLR"
"24870","HGNC:9447","PRM1"
"24871","HGNC:9448","PRM2"
"24872","HGNC:13732","PRM3"
"24873","HGNC:5187","PRMT1"
"24874","HGNC:49611","PRMT1P1"
"24875","HGNC:5186","PRMT2"
"24876","HGNC:30163","PRMT3"
"24877","HGNC:10894","PRMT5"
"24878","HGNC:40533","PRMT5-AS1"
"24879","HGNC:32524","PRMT5P1"
"24880","HGNC:18241","PRMT6"
"24881","HGNC:25557","PRMT7"
"24882","HGNC:5188","PRMT8"
"24883","HGNC:25099","PRMT9"
"24884","HGNC:48942","PRNCR1"
"24885","HGNC:15748","PRND"
"24886","HGNC:9449","PRNP"
"24887","HGNC:18046","PRNT"
"24888","HGNC:41906","PROB1"
"24889","HGNC:9451","PROC"
"24890","HGNC:28600","PROCA1"
"24891","HGNC:9452","PROCR"
"24892","HGNC:9453","PRODH"
"24893","HGNC:17325","PRODH2"
"24894","HGNC:18454","PROK1"
"24895","HGNC:18455","PROK2"
"24896","HGNC:4524","PROKR1"
"24897","HGNC:15836","PROKR2"
"24898","HGNC:9454","PROM1"
"24899","HGNC:20685","PROM2"
"24900","HGNC:9455","PROP1"
"24901","HGNC:34379","PRORSD1P"
"24902","HGNC:38732","PRORY"
"24903","HGNC:9456","PROS1"
"24904","HGNC:9458","PROS2P"
"24905","HGNC:9457","PROSC"
"24906","HGNC:20291","PROSER1"
"24907","HGNC:23728","PROSER2"
"24908","HGNC:27343","PROSER2-AS1"
"24909","HGNC:25204","PROSER3"
"24910","HGNC:9459","PROX1"
"24911","HGNC:43656","PROX1-AS1"
"24912","HGNC:41372","PROX1-IT1"
"24913","HGNC:26715","PROX2"
"24914","HGNC:9460","PROZ"
"24915","HGNC:17348","PRPF3"
"24916","HGNC:17349","PRPF4"
"24917","HGNC:17346","PRPF4B"
"24918","HGNC:15860","PRPF6"
"24919","HGNC:17340","PRPF8"
"24920","HGNC:17351","PRPF18"
"24921","HGNC:17896","PRPF19"
"24922","HGNC:23182","PRPF19P1"
"24923","HGNC:15446","PRPF31"
"24924","HGNC:25930","PRPF38A"
"24925","HGNC:44692","PRPF38AP1"
"24926","HGNC:44693","PRPF38AP2"
"24927","HGNC:25512","PRPF38B"
"24928","HGNC:20314","PRPF39"
"24929","HGNC:16463","PRPF40A"
"24930","HGNC:25031","PRPF40B"
"24931","HGNC:9461","PRPH"
"24932","HGNC:9942","PRPH2"
"24933","HGNC:9462","PRPS1"
"24934","HGNC:9463","PRPS1L1"
"24935","HGNC:39427","PRPS1P1"
"24936","HGNC:9464","PRPS1P2"
"24937","HGNC:9465","PRPS2"
"24938","HGNC:9466","PRPSAP1"
"24939","HGNC:9467","PRPSAP2"
"24940","HGNC:21149","PRR3"
"24941","HGNC:18020","PRR4"
"24942","HGNC:31682","PRR5"
"24943","HGNC:34512","PRR5-ARHGAP8"
"24944","HGNC:25878","PRR5L"
"24945","HGNC:28130","PRR7"
"24946","HGNC:27961","PRR7-AS1"
"24947","HGNC:32057","PRR9"
"24948","HGNC:25619","PRR11"
"24949","HGNC:29217","PRR12"
"24950","HGNC:24528","PRR13"
"24951","HGNC:50614","PRR13P1"
"24952","HGNC:50615","PRR13P2"
"24953","HGNC:50616","PRR13P3"
